STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CY,Cyprus,2026-03,,4.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2025-07,,2.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2025-08,,3.1,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2025-09,,3.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2025-10,,3.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2025-11,,3.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2025-12,,3.1,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2026-01,,3.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2026-02,,3.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,CZ,Czechia,2026-03,,3.1,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2025-07,,3.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2025-08,,3.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2025-09,,3.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2025-10,,3.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2025-11,,3.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2025-12,,4.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2026-01,,4.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2026-02,,4.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DE,Germany,2026-03,,4.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2025-07,,6.5,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2025-08,,6.4,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2025-09,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2025-10,,6.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2025-11,,6.6,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2025-12,,6.1,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2026-01,,7.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2026-02,,7.6,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,DK,Denmark,2026-03,,6.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2025-07,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2025-08,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2025-09,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2025-10,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2025-11,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2025-12,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2026-01,,6.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2026-02,,6.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EA21,Euro area – 21 countries (from 2026),2026-03,,6.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2025-07,,7.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2025-08,,7.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2025-09,,7.1,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2025-10,,6.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2025-11,,6.4,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2025-12,,6.5,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2026-01,,6.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2026-02,,7.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EE,Estonia,2026-03,,6.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2025-07,,8.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2025-08,,8.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2025-09,,8.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2025-10,,8.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2025-11,,8.4,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2025-12,,7.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2026-01,,8.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2026-02,,8.6,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EL,Greece,2026-03,,9.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2025-07,,10.6,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2025-08,,10.5,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2025-09,,10.4,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2025-10,,10.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2025-11,,10.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2025-12,,10.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2026-01,,10.2,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2026-02,,10.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,ES,Spain,2026-03,,10.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025-07,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025-08,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025-09,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025-10,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025-11,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2025-12,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2026-01,,5.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2026-02,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,EU27_2020,European Union - 27 countries (from 2020),2026-03,,6.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2025-07,,10.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2025-08,,10.1,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2025-09,,9.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2025-10,,10.4,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2025-11,,10.6,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2025-12,,10.3,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2026-01,,10.0,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2026-02,,10.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2026-03,,10.5,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FI,Finland,2026-04,,10.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2025-07,,7.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2025-08,,7.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2025-09,,7.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2025-10,,7.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2025-11,,7.9,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2025-12,,7.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2026-01,,7.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2026-02,,7.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,FR,France,2026-03,,7.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,HR,Croatia,2025-07,,4.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,HR,Croatia,2025-08,,4.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,HR,Croatia,2025-09,,4.8,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,HR,Croatia,2025-10,,4.7,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,HR,Croatia,2025-11,,4.6,,,,,
dataflow,ESTAT:UNE_RT_M$DEFAULTVIEW(1.0),Unemployment by sex and age - monthly data,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,PC_ACT,Percentage of population in the labour force,T,Total,HR,Croatia,2025-12,,4.5,,,,,
